Address,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
"Phố Kẻ Vẽ, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",37.0,,,,,5.0,3.0,3.0,Have certificate,Full,4.55
"Đường Phú Gia, Phường Phú Thượng, Tây Hồ, Hà Nội",47.5,,,,,4.0,3.0,3.0,,Full,4.3
"Ngõ 353, Đường An Dương Vương, Phường Phú Thượng, Tây Hồ, Hà Nội",30.0,,,,,5.0,3.0,3.0,Have certificate,Full,5.85
"Đường Đặng Văn Ngữ, Phường Nam Đồng, Đống Đa, Hà Nội",42.0,,,,,5.0,,,,,6.0
"Đường Hoàng Mai, Phường Tương Mai, Hoàng Mai, Hà Nội",50.0,4.0,5.0,Đông - Nam,,5.0,4.0,6.0,Have certificate,Full,8.9
"Phố Thái Thịnh, Phường Trung Liệt, Đống Đa, Hà Nội",50.0,4.5,,,,5.0,3.0,3.0,Have certificate,,5.8
"Đường Cát Linh, Phường Cát Linh, Đống Đa, Hà Nội",65.0,4.0,,,,5.0,3.0,3.0,,,7.0
"Phố Hào Nam, Phường Cát Linh, Đống Đa, Hà Nội",40.0,3.8,3.0,,,5.0,4.0,3.0,Have certificate,Full,5.6
"Phố Xã Đàn, Phường Nam Đồng, Đống Đa, Hà Nội",42.0,,,,,4.0,4.0,3.0,Have certificate,,5.5
"Ngõ 211, Đường Khương Trung, Phường Khương Trung, Thanh Xuân, Hà Nội",30.0,,,,,5.0,3.0,4.0,Have certificate,Full,4.75
"Đường Quang Trung, Phường Quang Trung, Hà Đông, Hà Nội",50.0,4.0,5.0,,,5.0,4.0,5.0,Have certificate,Full,8.7
"Ngõ 65, Đường Yên Lộ, Phường Yên Nghĩa, Hà Đông, Hà Nội",60.0,,,Tây - Bắc,,3.0,3.0,2.0,Have certificate,,6.2
"Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",50.0,4.8,2.0,,,6.0,6.0,5.0,Have certificate,Full,5.3
"Ngõ 87 tổ 12, Đường Yên Lộ, Phường Yên Nghĩa, Hà Đông, Hà Nội",35.0,,,,,,1.0,1.0,Have certificate,,3.45
"Đường Nguyễn Văn Huyên, Phường Quan Hoa, Cầu Giấy, Hà Nội",45.0,5.0,,,,4.0,5.0,5.0,Have certificate,Full,4.8
"Đường Tôn Thất Tùng, Phường Kim Liên, Đống Đa, Hà Nội",28.0,2.4,3.0,,,4.0,4.0,3.0,Have certificate,Full,4.6
"Đường Chương Dương Độ, Phường Chương Dương, Hoàn Kiếm, Hà Nội",14.0,4.0,,,,4.0,2.0,2.0,Have certificate,Basic,1.65
"Đường Quốc Lộ 6A, Xã Phụng Châu, Chương Mỹ, Hà Nội",34.0,4.0,3.0,Tây,Tây,3.0,3.0,3.0,Have certificate,Full,2.25
"Đường Đê La Thành, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",50.0,4.3,3.0,,,6.0,4.0,5.0,Have certificate,Basic,9.2
"Đường Nguyễn Lương Bằng, Phường Nam Đồng, Đống Đa, Hà Nội",30.0,3.5,2.5,,,5.0,3.0,4.0,Have certificate,Full,4.9
"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",40.0,3.4,2.6,,,5.0,5.0,4.0,Have certificate,Full,6.5
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",33.0,,10.0,Tây - Bắc,,6.0,4.0,4.0,Have certificate,Full,7.0
"Đường Quang Trung, Phường Quang Trung, Hà Đông, Hà Nội",40.0,4.0,2.0,,,4.0,4.0,3.0,Have certificate,Full,4.1
"Đường Quang Trung, Phường Yên Nghĩa, Hà Đông, Hà Nội",39.0,3.5,2.2,,,4.0,4.0,3.0,Have certificate,Basic,4.1
"Đường La Phù, Xã La Phù, Hoài Đức, Hà Nội",40.0,5.5,4.5,Đông,Đông,5.0,4.0,4.0,Have certificate,,4.85
"Đường Phú Diễn, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",40.0,4.1,3.5,,,4.0,3.0,4.0,,Full,5.1
"Phố Phùng Hưng, Phường Phúc La, Hà Đông, Hà Nội",45.0,4.0,2.2,,,4.0,4.0,3.0,Have certificate,Full,5.3
"108, Đường Ngọc Hà, Phường Ngọc Hà, Ba Đình, Hà Nội",51.0,3.8,2.2,,,,,,Have certificate,Basic,7.6
"Đường Dịch Vọng, Phường Dịch Vọng, Cầu Giấy, Hà Nội",54.0,4.0,4.5,,,4.0,4.0,3.0,Have certificate,Full,8.9
"Ngõ 194, Đường Đội Cấn, Phường Ngọc Hà, Ba Đình, Hà Nội",45.0,3.6,2.5,,,5.0,4.0,4.0,Have certificate,Basic,7.8
"Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội",39.0,4.0,2.6,,,4.0,3.0,3.0,Have certificate,Full,7.5
"Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội",47.0,5.2,2.2,,,4.0,4.0,3.0,Have certificate,Full,4.98
"Đường Hoàng Hoa Thám, Phường Vĩnh Phúc, Ba Đình, Hà Nội",42.0,3.5,2.5,,,4.0,4.0,3.0,Have certificate,Full,7.5
"Đường Quang Trung, Phường Quang Trung, Hà Đông, Hà Nội",53.0,4.9,2.2,,,4.0,4.0,3.0,Have certificate,,4.8
"Đường Văn Phú, Phường Phú La, Hà Đông, Hà Nội",47.0,4.5,2.5,,,4.0,4.0,3.0,Have certificate,Full,5.9
"Đường Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội",35.0,,,,,5.0,,,Have certificate,Basic,5.0
"đường Liên Mạc, Phường Liên Mạc, Bắc Từ Liêm, Hà Nội",31.0,3.5,2.0,Đông - Nam,Đông - Nam,2.0,2.0,1.0,Have certificate,Basic,2.05
"Phố Xốm, Phường Phú Lãm, Hà Đông, Hà Nội",33.0,4.2,,,,5.0,,,Have certificate,,4.23
"Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội",36.0,3.2,2.2,Đông,Đông,5.0,4.0,4.0,Have certificate,Full,4.8
"Đường Quang Trung, Phường Phú La, Hà Đông, Hà Nội",42.0,3.25,3.5,Đông - Nam,,4.0,5.0,3.0,Have certificate,Basic,6.3
"Đường Phan Đình Giót, Phường La Khê, Hà Đông, Hà Nội",51.0,3.4,2.5,Nam,Nam,3.0,3.0,3.0,Have certificate,Full,5.5
"Đường Đông Quan, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",38.0,46.0,,,,6.0,4.0,5.0,Have certificate,,7.2
"Đường Quang Trung, Phường La Khê, Hà Đông, Hà Nội",42.0,3.3,3.0,Nam,Nam,4.0,4.0,3.0,Have certificate,Full,6.8
"Đường Phố Lụa, Phường Vạn Phúc, Hà Đông, Hà Nội",32.0,3.2,3.2,Đông - Bắc,Đông - Bắc,4.0,4.0,3.0,Have certificate,Basic,6.15
"Đường Thanh Bình, Phường Mỗ Lao, Hà Đông, Hà Nội",43.0,4.2,2.0,Tây,Tây,5.0,4.0,4.0,Have certificate,Full,6.0
"Phố Bạch Mai, Phường Cầu Dền, Hai Bà Trưng, Hà Nội",28.0,10.5,20.0,Đông - Nam,,4.0,3.0,3.0,Have certificate,Full,6.75
"Đường Trần Đăng Ninh, Phường Quang Trung, Hà Đông, Hà Nội",35.0,3.6,2.0,Nam,Nam,5.0,4.0,4.0,Have certificate,Full,6.5
"160/60/19, Phố Ngọc Trì, Phường Thạch Bàn, Long Biên, Hà Nội",31.0,,,,,5.0,3.0,,,,4.5
"Đường Văn Phú, Phường Phú La, Hà Đông, Hà Nội",35.0,3.7,2.5,Nam,Nam,5.0,3.0,4.0,Have certificate,Basic,6.5
"Đường Vân Canh, Xã Vân Canh, Hoài Đức, Hà Nội",36.0,4.0,4.0,,,5.0,3.0,4.0,Have certificate,,3.8
"Đường Lý Tự Trọng, Phường La Khê, Hà Đông, Hà Nội",33.0,3.3,8.0,Bắc,Bắc,5.0,4.0,4.0,Have certificate,Full,8.2
"Đường 422, Xã Vân Canh, Hoài Đức, Hà Nội",36.0,3.8,4.0,,,5.0,3.0,4.0,Have certificate,,3.8
"Đường Quang Trung, Phường La Khê, Hà Đông, Hà Nội",42.0,3.3,3.0,Nam,Nam,4.0,4.0,3.0,,Full,6.8
"Đường Hậu Ái, Xã Vân Canh, Hoài Đức, Hà Nội",36.0,4.0,4.0,,,5.0,3.0,4.0,Have certificate,Full,3.9
"Đường Lạc Long Quân, Phường Bưởi, Tây Hồ, Hà Nội",30.0,,,,,4.0,4.0,3.0,Have certificate,Basic,5.25
"Đường Ngô Quyền, Phường La Khê, Hà Đông, Hà Nội",32.0,3.6,3.2,Bắc,Bắc,5.0,3.0,4.0,Have certificate,Basic,5.8
"Đường Yên Phúc, Phường Văn Quán, Hà Đông, Hà Nội",52.0,3.35,5.0,Đông - Nam,Đông - Nam,1.0,1.0,1.0,Have certificate,Basic,6.3
"Đường 422, Xã Vân Canh, Hoài Đức, Hà Nội",36.0,3.8,4.0,,,5.0,3.0,4.0,Have certificate,Full,3.8
"Phố Bà Triệu, Phường Nguyễn Trãi, Hà Đông, Hà Nội",30.0,3.0,2.0,Tây - Bắc,Tây - Bắc,5.0,4.0,4.0,Have certificate,Full,4.5
"Đường Văn Phú, Phường Phú La, Hà Đông, Hà Nội",36.0,4.3,7.0,Đông,Đông,5.0,3.0,4.0,Have certificate,Full,8.0
"Ngõ 78, Phố Văn Hội, Phường Đức Thắng, Bắc Từ Liêm, Hà Nội",38.0,,2.5,,,5.0,3.0,4.0,Have certificate,Full,5.4
"Ngõ 105, Phố Doãn Kế Thiện, Phường Mai Dịch, Cầu Giấy, Hà Nội",50.0,,,,,5.0,,,Have certificate,Full,8.2
"Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",40.0,3.9,3.0,,,5.0,5.0,4.0,Have certificate,Full,5.98
"Đường Nguyễn Khánh Toàn, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",37.0,,,,,6.0,4.0,5.0,Have certificate,Full,6.7
"Đường Hoàng Liên, Phường Liên Mạc, Bắc Từ Liêm, Hà Nội",45.0,5.0,7.0,,,5.0,8.0,5.0,Have certificate,Full,4.8
"Đường Thanh Am, Phường Thượng Thanh, Long Biên, Hà Nội",42.0,4.0,8.0,Tây - Bắc,Tây - Bắc,5.0,4.0,3.0,Have certificate,Full,6.0
"Đường Đông Ngạc, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",51.0,4.0,5.0,,,5.0,6.0,7.0,Have certificate,Full,6.6
"Đường Thụy Phương, Phường Thụy Phương, Bắc Từ Liêm, Hà Nội",60.0,5.6,3.0,,,3.0,5.0,5.0,Have certificate,Full,4.8
"đường Liên Mạc, Phường Liên Mạc, Bắc Từ Liêm, Hà Nội",35.0,5.5,6.0,,,5.0,3.0,,Have certificate,Full,4.0
"đường Liên Mạc, Phường Liên Mạc, Bắc Từ Liêm, Hà Nội",34.0,3.6,2.5,,,5.0,3.0,4.0,Have certificate,Full,3.4
"Đường Định Công Thượng, Phường Định Công, Hoàng Mai, Hà Nội",42.0,,,,,4.0,4.0,4.0,Have certificate,Basic,7.6
"Phường Cầu Dền, Hai Bà Trưng, Hà Nội",20.0,6.7,,,,4.0,,,,,3.75
"Đường Dương Quảng Hàm, Phường Quan Hoa, Cầu Giấy, Hà Nội",42.0,,,,,6.0,5.0,4.0,Have certificate,Full,9.6
"Đường Kim Hoàng, Xã Vân Canh, Hoài Đức, Hà Nội",36.0,4.0,4.0,,,5.0,3.0,3.0,Have certificate,Full,3.79
"Đường Nam Dư, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",35.0,4.0,,,,4.0,,,Have certificate,,4.15
"Đường Láng Thượng, Phường Láng Thượng, Đống Đa, Hà Nội",40.0,5.6,,,,4.0,3.0,3.0,Have certificate,Full,6.8
"Ngõ 160 ngách 60 số 19, Phố Ngọc Trì, Phường Thạch Bàn, Long Biên, Hà Nội",31.0,,,,,5.0,3.0,4.0,Have certificate,,4.5
"Đường Lê Lợi, Phường Nguyễn Trãi, Hà Đông, Hà Nội",32.0,4.0,3.0,,,5.0,3.0,4.0,Have certificate,Full,7.0
"Đường Nguyễn Trãi, Phường Khương Đình, Thanh Xuân, Hà Nội",55.0,,,,,,3.0,,,,2.2
"Ngõ 132, Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",35.0,4.2,5.0,Đông - Nam,,5.0,4.0,4.0,Have certificate,Full,7.5
"Đường Xa La, Phường Phúc La, Hà Đông, Hà Nội",31.0,3.68,,,,4.0,4.0,3.0,Have certificate,Full,5.2
"Phố Xã Đàn, Phường Phương Liên, Đống Đa, Hà Nội",30.0,,,,,5.0,3.0,4.0,Have certificate,,4.7
"Đường Nguyễn Trãi, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",70.0,6.1,,,,3.0,4.0,3.0,Have certificate,Basic,7.25
"Dự án The Sakura - Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",43.0,,,,,,,,Have certificate,,6.5
"Đường Tố Hữu, Phường Yên Nghĩa, Hà Đông, Hà Nội",60.0,5.0,5.0,,,5.0,6.0,7.0,Have certificate,Basic,7.6
"Đường Ngô Quyền, Phường Quang Trung, Hà Đông, Hà Nội",30.0,3.7,,Tây - Nam,,5.0,3.0,4.0,Have certificate,Basic,6.48
"51 Ngõ Đình, Phường Đồng Mai, Hà Đông, Hà Nội",51.0,,,,,4.0,,,Have certificate,Full,4.5
"Phố Vạn Phúc, Phường Vạn Phúc, Hà Đông, Hà Nội",29.8,,,,,4.0,,,,,7.36
"Ngõ 176, Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội",38.0,3.5,3.0,,,4.0,4.0,3.0,Have certificate,Full,5.98
"Đường Trần Phú, Phường Văn Quán, Hà Đông, Hà Nội",35.0,4.0,3.0,,,5.0,4.0,4.0,Have certificate,Basic,5.3
"Đường Hoàng Văn Thái, Phường Khương Trung, Thanh Xuân, Hà Nội",42.0,5.0,4.0,,,6.0,4.0,4.0,Have certificate,,5.5
"Ngõ 255, Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",35.0,,,,,5.0,3.0,4.0,Have certificate,Basic,6.3
"Đường Hoàng Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",30.0,3.4,3.0,,,4.0,4.0,3.0,Have certificate,Full,5.8
"Đường Thành Công, Phường Thành Công, Ba Đình, Hà Nội",35.0,,3.0,,,4.0,4.0,2.0,Have certificate,Full,7.7
"Đường Vũ Xuân Thiều, Phường Sài Đồng, Long Biên, Hà Nội",52.0,,,,,5.0,4.0,4.0,Have certificate,,5.2
"Đường Chiến Thắng, Phường Văn Quán, Hà Đông, Hà Nội",35.0,3.5,5.0,Bắc,,4.0,,,Have certificate,Basic,8.1
"Đường Thọ Am, Xã Liên Ninh, Thanh Trì, Hà Nội",35.0,5.0,2.0,,,5.0,3.0,4.0,Have certificate,,3.5
"Ngõ 79, Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",46.0,,,,,4.0,4.0,3.0,Have certificate,Full,8.5
"Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",45.0,5.5,,,,5.0,4.0,4.0,Have certificate,Full,5.85
"Phố Bạch Mai, Phường Cầu Dền, Hai Bà Trưng, Hà Nội",66.0,3.4,25.0,,,4.0,8.0,8.0,Have certificate,Full,6.6
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",35.0,3.5,3.0,,,4.0,4.0,3.0,Have certificate,Basic,5.35
"Phố Thái Thịnh, Phường Thịnh Quang, Đống Đa, Hà Nội",38.0,3.0,,,,5.0,4.0,4.0,Have certificate,,7.2
"Ngõ 158, Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội",34.0,3.3,3.0,,,4.0,3.0,3.0,Have certificate,Full,5.35
"Phố Lê Trọng Tấn, Phường La Khê, Hà Đông, Hà Nội",36.0,4.0,3.0,,Đông - Nam,4.0,4.0,3.0,Have certificate,Full,4.85
"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",37.0,7.0,,,,4.0,3.0,4.0,Have certificate,Full,8.8
"Ngõ 203, Đường Kim Ngưu, Phường Thanh Lương, Hai Bà Trưng, Hà Nội",33.0,4.0,2.7,,,5.0,3.0,,Have certificate,,7.4
"Đường Kim Giang, Phường Đại Kim, Hoàng Mai, Hà Nội",50.0,,,,,5.0,8.0,,Have certificate,Full,8.6
"Phố Khương Hạ, Phường Khương Đình, Thanh Xuân, Hà Nội",36.0,4.0,3.0,,,6.0,4.0,4.0,Have certificate,Basic,8.3
"Phố Sài Đồng, Phường Sài Đồng, Long Biên, Hà Nội",47.5,,10.0,,,4.0,4.0,4.0,Have certificate,Full,8.2
"Đường Thượng Thanh, Phường Thượng Thanh, Long Biên, Hà Nội",31.0,,,,,5.0,3.0,,Have certificate,Basic,4.2
"Đường Khương Trung, Phường Khương Trung, Thanh Xuân, Hà Nội",40.0,4.0,2.5,,,5.0,6.0,5.0,Have certificate,Basic,6.25
"Đường Trung Phụng, Phường Trung Phụng, Đống Đa, Hà Nội",38.5,,,,,5.0,6.0,4.0,Have certificate,Basic,6.3
"Phố Lê Thanh Nghị, Phường Bách Khoa, Hai Bà Trưng, Hà Nội",48.0,,,,,5.0,4.0,4.0,Have certificate,Basic,7.55
"Đường Vĩnh Phúc, Phường Vĩnh Phúc, Ba Đình, Hà Nội",40.0,4.0,,Đông - Nam,,5.0,,,Have certificate,,6.5
"Phố Yên Lạc, Phường Thanh Lương, Hai Bà Trưng, Hà Nội",32.0,6.0,,,,5.0,,,,,8.2
"Ngõ 1002, Đường Láng, Phường Láng Thượng, Đống Đa, Hà Nội",32.0,4.2,2.2,,,5.0,3.0,4.0,Have certificate,Full,6.4
"Phố Hồng Mai, Phường Bạch Mai, Hai Bà Trưng, Hà Nội",35.0,3.6,,,,5.0,3.0,4.0,Have certificate,Basic,5.0
"Ngõ 105, Phố Láng Hạ, Phường Láng Thượng, Đống Đa, Hà Nội",45.0,4.4,2.0,,,5.0,3.0,4.0,Have certificate,Basic,7.5
"Phường Minh Khai, Hai Bà Trưng, Hà Nội",35.0,,3.0,,,4.0,4.0,,Have certificate,Full,5.35
"Đường Nguyễn Trãi, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",40.0,3.8,2.0,,,4.0,3.0,4.0,Have certificate,Basic,6.5
"Đường Thanh Am, Phường Thượng Thanh, Long Biên, Hà Nội",30.0,4.0,3.0,,,5.0,3.0,4.0,Have certificate,Basic,3.9
"Ngõ 475, Đường Nguyễn Trãi, Phường Thanh Xuân Bắc, Thanh Xuân, Hà Nội",45.0,4.0,25.0,,,5.0,9.0,5.0,Have certificate,Full,8.5
"Phố Văn Hội, Phường Đức Thắng, Bắc Từ Liêm, Hà Nội",42.0,6.0,,,,4.0,,,Have certificate,Full,5.6
"Đường Lâm Du, Phường Bồ Đề, Long Biên, Hà Nội",58.0,,,,,5.0,3.0,,Have certificate,,6.7
"Đường Đức Giang, Phường Đức Giang, Long Biên, Hà Nội",35.0,,,,,,,,Have certificate,Full,4.75
"Đường Kim Giang, Phường Đại Kim, Hoàng Mai, Hà Nội",36.0,,,,,3.0,2.0,2.0,Have certificate,,4.85
"Đường Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội",52.0,,,,,6.0,5.0,5.0,Have certificate,Full,9.9
"Đường Khương Đình, Phường Hạ Đình, Thanh Xuân, Hà Nội",40.0,,,,,6.0,,,Have certificate,,7.8
"Đường Nguyễn Trãi, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",40.0,3.8,2.8,,,5.0,6.0,4.0,Have certificate,Full,7.45
"Đường Vĩnh Hưng, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội",64.0,,,,,1.0,2.0,1.0,Have certificate,,8.5
"Đường Nguyễn Trãi, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",45.0,,,,,2.0,,,Have certificate,Basic,9.0
"Ngõ Thông Phong, Phố Tôn Đức Thắng, Phường Hàng Bột, Đống Đa, Hà Nội",42.0,5.6,3.0,Đông,,5.0,3.0,4.0,Have certificate,Basic,8.5
"Phố Chùa Láng , Đống Đa, Hà Nội",41.5,4.0,2.0,Đông,Đông,5.0,4.0,3.0,Have certificate,Basic,6.75
"Đường Nguyễn Đức Cảnh, Phường Tương Mai, Hoàng Mai, Hà Nội",46.0,4.0,3.5,Nam,Nam,5.0,6.0,4.0,Have certificate,Full,7.85
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",38.0,4.3,3.5,,,6.0,4.0,5.0,Have certificate,Full,6.8
"Đường Lê Văn Hiến, Phường Đức Thắng, Bắc Từ Liêm, Hà Nội",50.0,6.8,6.0,,,2.0,4.0,4.0,Have certificate,Basic,7.65
"Đường Tây Sơn, Phường Quang Trung, Đống Đa, Hà Nội",35.0,5.0,3.0,,,6.0,3.0,4.0,Have certificate,,7.5
"Ngõ 296, Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",35.0,3.0,3.0,,,4.0,4.0,3.0,Have certificate,Full,5.95
"Đường Nguyễn Trãi, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",30.0,3.0,50.0,Đông - Nam,Đông - Nam,4.0,3.0,4.0,Have certificate,,8.8
"Phố Khâm Thiên, Phường Khâm Thiên, Đống Đa, Hà Nội",34.0,3.5,3.0,,,5.0,3.0,4.0,Have certificate,Full,5.5
"Phố Văn Hội, Phường Đức Thắng, Bắc Từ Liêm, Hà Nội",42.0,6.0,2.5,,,4.0,4.0,4.0,Have certificate,Basic,5.6
"Ngõ 209, Đường An Dương Vương, Phường Phú Thượng, Tây Hồ, Hà Nội",44.0,4.8,2.8,Tây,,5.0,5.0,4.0,Have certificate,Basic,7.4
"Phố Cảm Hội, Phường Đống Mác, Hai Bà Trưng, Hà Nội",31.0,3.6,2.5,,,5.0,4.0,3.0,Have certificate,,5.65
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",38.0,3.5,3.0,,,4.0,4.0,4.0,Have certificate,Basic,5.35
"72a ngõ 173 Đường Hoàng Hoa Thám, Phường Ngọc Hà, Ba Đình, Hà Nội",32.0,5.0,3.0,,,5.0,4.0,4.0,Have certificate,Full,7.6
"Phố Chùa Láng, Phường Láng Thượng, Đống Đa, Hà Nội",31.0,,,,,5.0,3.0,4.0,Have certificate,Full,6.65
"Đường Nam Dư, Phường Lĩnh Nam, Hoàng Mai, Hà Nội.",38.0,3.2,2.5,,,4.0,3.0,3.0,Have certificate,Full,4.25
"Đường Vĩnh Quỳnh, Xã Vĩnh Quỳnh, Thanh Trì, Hà Nội",47.0,3.9,,,,1.0,,,Have certificate,Basic,3.9
"Đường Phạm Thận Duật, Phường Mai Dịch, Cầu Giấy, Hà Nội",30.0,5.0,,,,5.0,3.0,4.0,Have certificate,Full,5.5
"Đường Trương Định, Phường Giáp Bát, Hoàng Mai, Hà Nội",50.0,4.5,,,,5.0,5.0,4.0,Have certificate,Full,7.4
"Phố Thượng Cát, Phường Thượng Cát, Bắc Từ Liêm, Hà Nội",31.0,,,,,2.0,2.0,1.0,Have certificate,Basic,2.0
"Đường Định Công Thượng, Phường Định Công, Hoàng Mai, Hà Nội",40.0,3.8,,,,4.0,4.0,4.0,Have certificate,,7.3
"Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội",40.0,,,,,6.0,3.0,4.0,Have certificate,Full,7.45
"Đường Mỗ Lao, Phường Mỗ Lao, Hà Đông, Hà Nội",34.0,,4.0,,,5.0,3.0,4.0,Have certificate,Full,5.4
"Đường Lê Đức Thọ, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",38.0,5.6,2.0,Nam,Nam,5.0,3.0,4.0,Have certificate,Basic,6.25
"Đường Tô Hiệu, Phường Nguyễn Trãi, Hà Đông, Hà Nội",36.0,3.7,4.0,,,5.0,3.0,4.0,Have certificate,Full,6.9
"Đường Ngô Quyền, Phường Vạn Phúc, Hà Đông, Hà Nội",36.0,3.7,4.0,,,5.0,3.0,4.0,Have certificate,Full,5.6
"Đường Đàm Quang Trung, Phường Long Biên, Long Biên, Hà Nội",50.0,,4.0,,,6.0,3.0,4.0,Have certificate,Full,9.3
"Đường Lai Xá, Xã Kim Chung, Hoài Đức, Hà Nội",42.0,4.6,4.0,,,4.0,4.0,2.0,Have certificate,Full,6.85
"Đường Trần Quốc Vượng, Phường Dịch Vọng, Cầu Giấy, Hà Nội",50.0,3.0,3.5,,,4.0,4.0,4.0,Have certificate,Full,6.8
"Đường Ngô Thì Sỹ, Phường Vạn Phúc, Hà Đông, Hà Nội.",56.0,4.0,5.0,,,5.0,5.0,5.0,Have certificate,Full,9.5
"Phường Đội Cấn, Ba Đình, Hà Nội",22.0,,,,,4.0,,,Have certificate,,3.6
"Đường Phan Đình Giót, Phường La Khê, Hà Đông, Hà Nội",40.0,,6.0,,,5.0,5.0,5.0,Have certificate,Full,8.2
"Đường Kim Giang, Phường Đại Kim, Hoàng Mai, Hà Nội",55.0,5.0,,,,5.0,3.0,4.0,Have certificate,,6.8
"Phố Cự Lộc, Phường Nhân Chính, Thanh Xuân, Hà Nội",35.4,6.3,,,,4.0,3.0,4.0,Have certificate,Full,5.95
"Đường An Dương Vương, Phường Phú Thượng, Tây Hồ, Hà Nội.",30.0,,,,,5.0,,,Have certificate,Full,3.8
"Phố Phùng Hưng, Phường Phúc La, Hà Đông, Hà Nội",31.0,4.0,4.0,,,4.0,4.0,4.0,Have certificate,Full,5.3
"Phố Doãn Kế Thiện, Phường Mai Dịch, Cầu Giấy, Hà Nội",48.0,,,,,5.0,6.0,,Have certificate,Full,8.95
"Đường Biên Giang, Phường Biên Giang, Hà Đông, Hà Nội",33.0,,,,,4.0,3.0,3.0,Have certificate,Basic,2.7
"Đường 21B, Phường Phú Lãm, Hà Đông, Hà Nội",34.0,,,,,4.0,4.0,3.0,Have certificate,Basic,2.68
"Đường Chiến Thắng, Phường Văn Quán, Hà Đông, Hà Nội",34.0,3.8,3.0,,,5.0,3.0,4.0,Have certificate,Full,8.5
"Đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",32.0,3.8,3.0,,,5.0,3.0,4.0,Have certificate,Full,5.5
"đường Quỳnh Đô, Xã Vĩnh Quỳnh, Thanh Trì, Hà Nội",57.0,,,,,4.0,,,Have certificate,Basic,4.19
"Đường 70, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",43.0,4.5,4.0,Đông - Bắc,Đông - Bắc,5.0,6.0,5.0,,Full,5.52
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",55.0,6.5,4.0,Đông - Bắc,Tây - Nam,7.0,9.0,9.0,Have certificate,Full,9.1
"Phường Ngọc Lâm, Long Biên, Hà Nội",42.0,4.8,,Đông,,5.0,,,Have certificate,,5.9
"Đường Hà Trì, Phường Hà Cầu, Hà Đông, Hà Nội",41.0,4.6,,,,,1.0,1.0,Have certificate,,5.1
"Đường Lạc Long Quân, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",45.0,,,,,5.0,5.0,4.0,Have certificate,Full,6.2
"Đường Vũ Trọng Phụng, Phường Nhân Chính, Thanh Xuân, Hà Nội",33.0,3.0,2.5,,,5.0,3.0,3.0,Have certificate,Full,6.2
"Ngõ 63, Đường Trần Quốc Vượng, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",50.0,,,,,4.0,4.0,4.0,Have certificate,Basic,6.6
